Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX3984056	23660956	13235987	4377532	1468408	0	0	0	0	82979	0	0	0	0	3459874	872645	163531	55.940203768605116	23660956.0	22192548.0	93.79	1468408.0	6.21	SRX3984056_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23660956.0	0.0	20-101	56.0	19.26767706904739	99.54781159307342	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	23783117	7118293	23783117	2402094817	23133789	2366240210	1.4926391225796483	0.0482	0.4112	0.5406		
SRX3984057	20404526	3083125	15454784	817774	0	0	0	0	67974	0	0	0	0	724811	214867	41191	15.110005495839502	20404526.0	19586752.0	95.99	817774.0	4.01	SRX3984057_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20404526.0	0.0	20-101	53.0	9.786084472509954	99.2021638728584	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	20537917	5863279	20537917	2074329617	5517398	2054459789	0.9578915441961796	0.0194	0.1023	0.8784		
SRX3984058	22674554	10033476	7540053	1211121	0	0	0	0	81738	0	0	0	0	3003871	668764	135531	44.24993761729558	22674554.0	21463433.0	94.66	1211121.0	5.34	SRX3984058_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22674554.0	0.0	20-101	55.0	15.741861977870604	99.59136298777916	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	22771693	6086822	22771693	2299940993	5604348	2283747113	0.7040998029639449	0.0404	0.3218	0.6378		
SRX3984059	23635199	10136272	9201794	816330	0	0	0	0	92581	0	0	0	0	2557989	710019	120214	42.88634083427857	23635199.0	22818869.0	96.55	816330.0	3.45	SRX3984059_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23635199.0	0.0	20-101	55.0	15.046312296136005	99.2392054748513	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	23805562	6349289	23805562	2404361762	5939574	2387039369	0.7204570158190695	0.034	0.3128	0.6532		
SRX3984060	20671620	14135220	1431971	936281	0	0	0	0	62715	0	0	0	0	2938214	941291	225928	68.37983670365458	20671620.0	19735339.0	95.47	936281.0	4.53	SRX3984060_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20671620.0	0.0	20-101	56.0	21.26033749474356	99.0278752221645	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	20791529	5706370	20791529	2099944429	5626078	2083265099	0.7942748279268871	0.0602	0.52	0.4198		
SRX3984061	24305174	7405184	13495341	555121	0	0	0	0	95305	0	0	0	0	2140674	522230	91319	30.46752103070729	24305174.0	23750053.0	97.72	555121.0	2.28	SRX3984061_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24305174.0	0.0	20-101	54.0	12.535843529344909	99.60429018117706	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	24429914	6545924	24429914	2467421314	5638687	2450067820	0.703304859268959	0.0234	0.2332	0.7434		
SRX3984062	23798145	13785781	1649419	2429959	0	0	0	0	42514	0	0	0	0	4706516	1050371	133585	57.92796455353978	23798145.0	21368186.0	89.79	2429959.0	10.21	SRX3984062_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23798145.0	0.0	20-101	55.0	17.152358574717365	99.26260773686352	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	23916573	6464642	23916573	2415573873	6299281	2396959322	0.7706057433417189	0.0555	0.4998	0.4447		
SRX3984063	20326146	11510457	350228	776793	0	0	0	0	61643	0	0	0	0	6638590	860226	128209	56.62882181403204	20326146.0	19549353.0	96.18	776793.0	3.82	SRX3984063_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20326146.0	0.0	20-101	55.0	18.572379907417453	99.32121416425915	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	20462609	6475627	20462609	2066723509	19959301	2034224794	1.5724752178255692	0.0533	0.5296	0.4172		
SRX3984064	18455775	8224818	4949357	491814	0	0	0	0	62703	0	0	0	0	4043406	589900	93777	44.565010139102796	18455775.0	17963961.0	97.34	491814.0	2.66	SRX3984064_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18455775.0	0.0	20-101	55.0	16.977765863140245	99.29368428039459	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	18613190	5846427	18613190	1879932190	19083928	1846485163	1.7791613536869113	0.0395	0.3965	0.564		
SRX3984065	19820513	13409563	449567	903562	0	0	0	0	86210	0	0	0	0	3845810	965408	160393	67.65497441968328	19820513.0	18916951.0	95.44	903562.0	4.56	SRX3984065_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19820513.0	0.0	20-101	56.0	20.780054855857944	99.32192622865007	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	19981937	5343065	19981937	2018175637	6365573	1998327404	0.9834740166373338	0.0612	0.5193	0.4195		
SRX3984066	19309630	10238454	2169567	509349	0	0	0	0	47436	0	0	0	0	5506176	726137	112511	53.022528137514804	19309630.0	18800281.0	97.36	509349.0	2.64	SRX3984066_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19309630.0	0.0	20-101	55.0	18.0567030905347	99.25563555593763	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	19523715	5116507	19523715	1971895215	6603773	1948190974	1.2021044941782062	0.049	0.4614	0.4895		
SRX3984067	25336190	10023240	10864473	601485	0	0	0	0	104448	0	0	0	0	2876548	744123	121873	39.56096003384881	25336190.0	24734705.0	97.63	601485.0	2.37	SRX3984067_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25336190.0	0.0	20-101	55.0	14.277616676096976	99.1805670860536	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	25488592	7829351	25488592	2574347792	25978954	2532059616	1.642675326597829	0.0352	0.2952	0.6696		
SRX3984068	20789481	7510113	10027977	412600	0	0	0	0	74089	0	0	0	0	2138996	543607	82099	36.124581465020704	20789481.0	20376881.0	98.02	412600.0	1.98	SRX3984068_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20789481.0	0.0	20-101	54.0	14.630521950279253	99.3341197887528	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	20874484	5701350	20874484	2108322884	4872253	2091633555	0.7915926505686024	0.0322	0.2686	0.6992		
SRX3984069	21377023	15299107	167213	1250888	0	0	0	0	88105	0	0	0	0	3338023	995946	237741	71.56799616111186	21377023.0	20126135.0	94.15	1250888.0	5.85	SRX3984069_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21377023.0	0.0	20-101	56.0	22.14807860709498	99.36391236515956	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	21503655	6212949	21503655	2171869155	20821467	2140175071	1.4592998812582705	0.0529	0.5684	0.3787		
SRX3984070	21285781	8682288	8529273	1108449	0	0	0	0	105970	0	0	0	0	2154597	560885	144319	40.78914464073458	21285781.0	20177332.0	94.79	1108449.0	5.21	SRX3984070_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21285781.0	0.0	20-101	55.0	18.534190595557718	99.59427892262914	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	21380365	6515862	21380365	2159416865	18380476	2130261148	1.350166217211608	0.0399	0.3089	0.6512		
SRX3984071	21110458	13995876	1507693	1293680	0	0	0	0	90288	0	0	0	0	3117358	885816	219747	66.2983057970604	21110458.0	19816778.0	93.87	1293680.0	6.13	SRX3984071_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21110458.0	0.0	20-101	56.0	22.228498294043007	99.59791350808209	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	21235546	5794562	21235546	2144790146	4911352	2128917236	0.7400682080530223	0.0516	0.5133	0.435		
SRX3984072	23417384	2600113	18877649	799592	0	0	0	0	210735	0	0	0	0	707963	176149	45183	11.103345275458608	23417384.0	22617792.0	96.59	799592.0	3.41	SRX3984072_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23417384.0	0.0	20-101	53.0	7.815323709085018	99.57094737823832	pass	fail		pass	fail	warn	pass	warn	fail	fail	pass	23527517	7497726	23527517	2376279217	20573860	2342878780	1.4055771207799104	0.0178	0.0765	0.9057		
SRX3984073	19643779	8357719	6543792	630877	0	0	0	0	51120	0	0	0	0	3340098	639200	80973	42.54639089556037	19643779.0	19012902.0	96.79	630877.0	3.21	SRX3984073_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19643779.0	0.0	20-101	55.0	17.427699601014446	99.55606790322778	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	19831037	6178217	19831037	2002934737	23822156	1964476729	1.9200829307899712	0.0433	0.3404	0.6163		
SRX3984074	18049523	10993034	166047	1113798	0	0	0	0	53678	0	0	0	0	4755463	850191	117312	60.90484496460101	18049523.0	16935725.0	93.83	1113798.0	6.17	SRX3984074_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18049523.0	0.0	20-101	55.0	20.834277277549887	99.36330960103487	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	18158521	4817960	18158521	1834010621	4934704	1817659327	0.8915593951732081	0.0653	0.5222	0.4125		
SRX3984075	19009144	9896857	2499726	2858267	0	0	0	0	28663	0	0	0	0	3042333	608670	74628	52.063664728932565	19009144.0	16150877.0	84.96	2858267.0	15.04	SRX3984075_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19009144.0	0.0	20-101	57.0	26.26543822795238	99.27945666569731	pass	fail		pass	fail	warn	pass	warn	fail	warn	pass	19060284	5668684	19060284	1925088684	15742486	1896421304	1.4891459410812264	0.0758	0.43200000000000005	0.4922		
SRX3984076	16932067	12646295	31974	423943	0	0	0	0	55482	0	0	0	0	2719993	905048	149332	74.68842994774353	16932067.0	16508124.0	97.5	423943.0	2.5	SRX3984076_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16932067.0	0.0	20-101	56.0	28.237540863790027	99.33619728766723	pass	fail		pass	warn	pass	pass	warn	fail	warn	pass	16970996	4941849	16970996	1714070596	13865969	1690044060	1.4017238295825711	0.0737	0.5587	0.3676		
SRX3984077	14214577	8426758	739811	2247463	0	0	0	0	24665	0	0	0	0	2125652	595301	54927	59.28250977851821	14214577.0	11967114.0	84.19	2247463.0	15.81	SRX3984077_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14214577.0	0.0	20-101	55.0	18.765905086596163	98.71786476657026	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	14555712	4624176	14555712	1470126912	25361125	1413899233	3.824681974123333	0.0484	0.5266	0.4249		
SRX3984078	17170284	9470967	4098275	343263	0	0	0	0	33805	0	0	0	0	2471245	676037	76692	55.15905852227022	17170284.0	16827021.0	98.0	343263.0	2.0	SRX3984078_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17170284.0	0.0	20-101	56.0	20.617398238367922	99.38316628892102	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	17216199	4654548	17216199	1738836099	5814956	1722743146	0.9255014322083038	0.0384	0.425	0.5366		
SRX3984079	19088793	13101811	571813	994676	0	0	0	0	52319	0	0	0	0	3335278	894591	138305	68.63614163556596	19088793.0	18094117.0	94.79	994676.0	5.21	SRX3984079_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19088793.0	0.0	20-101	57.0	27.122254940921454	99.37578944881427	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	19130246	5517569	19130246	1932154846	13638764	1906559958	1.324680992984969	0.0828	0.4928	0.4244		
SRX3984080	19107737	14034261	242872	348217	0	0	0	0	54611	0	0	0	0	3340705	983672	103399	73.4480540526594	19107737.0	18759520.0	98.18	348217.0	1.82	SRX3984080_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19107737.0	0.0	20-101	56.0	18.364570257609337	99.02242625591929	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	19164872	5182095	19164872	1935652072	8433211	1915443405	1.0440237319674668	0.0522	0.5596	0.3882		
SRX3984081	20492394	14751150	573030	672211	0	0	0	0	105346	0	0	0	0	3164599	1042700	183358	71.98353691618459	20492394.0	19820183.0	96.72	672211.0	3.28	SRX3984081_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20492394.0	0.0	20-101	56.0	20.543518520411507	99.29690694020424	pass	fail		pass	fail	pass	pass	warn	fail	warn	pass	20585920	6131223	20585920	2079177920	17296688	2045704283	1.6099457712594407	0.0689	0.5445	0.3865		
SRX3984082	21927310	8633792	7297112	552673	0	0	0	0	62713	0	0	0	0	4646320	633310	101390	39.374606369864786	21927310.0	21374637.0	97.48	552673.0	2.52	SRX3984082_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21927310.0	0.0	20-101	55.0	15.413480187776324	99.34693649152588	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	22027515	5740155	22027515	2224779015	4666007	2209840821	0.6714461930503242	0.0366	0.354	0.6094		
SRX3984083	24465404	7523550	12538585	1788386	0	0	0	0	83751	0	0	0	0	1927377	527971	75784	30.75179138672715	24465404.0	22677018.0	92.69	1788386.0	7.31	SRX3984083_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24465404.0	0.0	20-101	55.0	16.423191119129733	98.97529736275764	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	24683506	6984481	24683506	2493034106	8839427	2469283466	0.952680107457784	0.0341	0.2143	0.7516		
SRX3984084	17628942	6753548	7647495	1160913	0	0	0	0	56417	0	0	0	0	1457852	466913	85804	38.3094345650465	17628942.0	16468029.0	93.41	1160913.0	6.59	SRX3984084_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17628942.0	0.0	20-101	55.0	17.409236590516706	99.58562141732612	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	17721270	5410548	17721270	1789848270	15541307	1763999148	1.4442074467016135	0.0376	0.2698	0.6925		
SRX6997962	10440764	468638	2657	9778750	0	0	0	0	0	0	0	0	0	146887	43550	282	4.488541260007409	10440764.0	662014.0	6.34	9778750.0	93.66	SRX6997962_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10440764.0	0.0	20-151	47.0	41.066015490789354	141.29537934197154	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	10442697	3550367	10442697	1491357523	2244518	1474642745	1.1207760541802692			0.414	0.491	0.095
SRX6997963	9497517	4057575	14539	3722176	0	0	0	0	0	0	0	0	0	1336747	361844	4636	42.72248209716287	9497517.0	5775341.0	60.81	3722176.0	39.19	SRX6997963_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9497517.0	0.0	20-151	52.0	25.56111956522472	141.2839381071916	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	9497941	3200116	9497941	1355002675	1445711	1341262569	1.0140279612363128			0.3923	0.5071	0.1006
SRX6997964	10137636	4898349	21169	3464988	0	0	0	0	0	0	0	0	0	1319243	427753	6134	48.31845412480779	10137636.0	6672648.0	65.82	3464988.0	34.18	SRX6997964_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10137636.0	0.0	20-151	53.0	23.776141323651924	140.7376627055854	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	10138232	3436455	10138232	1441703072	1349378	1426147927	1.078942349649096			0.38299999999999995	0.5371	0.0798
SRX6997965	9027743	4614103	19113	2702346	0	0	0	0	0	0	0	0	0	1269108	416943	6130	51.110260892451194	9027743.0	6325397.0	70.07	2702346.0	29.93	SRX6997965_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9027743.0	0.0	20-151	54.0	28.71011126342784	137.6968824876827	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	9028251	3039380	9028251	1256764165	1318873	1242605227	1.1266185330801504			0.3799	0.5389	0.0812
SRX6997966	10083483	256502	553	9711732	0	0	0	0	0	0	0	0	0	90713	23798	185	2.5437837302844657	10083483.0	371751.0	3.69	9711732.0	96.31	SRX6997966_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10083483.0	0.0	20-151	45.0	17.009581418187768	141.34217561531068	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	10084448	3525756	10084448	1441446635	1735693	1424621178	1.167261873693992			0.4152	0.4952	0.0896
SRX6997967	9272144	2712196	9608	5382034	0	0	0	0	0	0	0	0	0	926469	238575	3262	29.251012495060483	9272144.0	3890110.0	41.95	5382034.0	58.05	SRX6997967_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9272144.0	0.0	20-151	50.0	21.821541621336173	138.4147338522784	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	9272858	3127455	9272858	1297673039	1233996	1282916512	1.1371529311706692			0.3918	0.5055	0.1027
SRX6997968	8992982	2501705	5633	5610196	0	0	0	0	0	0	0	0	0	655453	216773	3222	27.818414403587155	8992982.0	3382786.0	37.62	5610196.0	62.38	SRX6997968_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8992982.0	0.0	20-151	50.0	34.511860288468576	140.09265235936198	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	8993366	3115001	8993366	1274032595	1845212	1259351198	1.1523564669866238			0.3826	0.5357	0.0817
SRX6997969	10959837	6153989	43635	2679501	0	0	0	0	0	0	0	0	0	1532500	540642	9570	56.150369754586684	10959837.0	8280336.0	75.55	2679501.0	24.45	SRX6997969_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10959837.0	0.0	20-151	54.0	23.499552870529037	140.46540610047393	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	10960256	3656987	10960256	1554851388	1548588	1538847884	1.0292626114310033			0.3773	0.5483	0.0744
SRX6997970	7668838	141451	361	7471879	0	0	0	0	0	0	0	0	0	42725	12330	92	1.844490651647616	7668838.0	196959.0	2.57	7471879.0	97.43	SRX6997970_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7668838.0	0.0	20-151	45.0	24.17415708264708	138.15905812588557	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	7669644	2638052	7669644	1074124730	2821049	1059128788	1.3961080665184946			0.39399999999999996	0.5183	0.0877
SRX6997971	10959934	1811278	4679	8440256	0	0	0	0	0	0	0	0	0	553470	148404	1847	16.526358644130518	10959934.0	2519678.0	22.99	8440256.0	77.01	SRX6997971_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10959934.0	0.0	20-151	49.0	35.49279218740194	136.2994500696811	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	10960256	3935936	10960256	1514038392	3053355	1493323184	1.368208898100386			0.384	0.5343	0.0817
SRX6997972	10898850	1025038	2884	9489056	0	0	0	0	0	0	0	0	0	298265	82749	858	9.405010620386555	10898850.0	1409794.0	12.94	9489056.0	87.06	SRX6997972_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10898850.0	0.0	20-151	46.0	37.392327232941454	135.33646036049674	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	10899108	4070550	10899108	1497653309	3854583	1474537267	1.543484186966798			0.3847	0.5339	0.0814
SRX6997973	11557094	5849937	14908	3814423	0	0	0	0	0	0	0	0	0	1397444	471836	8546	50.617715837562635	11557094.0	7742671.0	66.99	3814423.0	33.01	SRX6997973_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11557094.0	0.0	20-151	53.0	23.33928072338353	141.41362127884398	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	11557260	3958279	11557260	1650837977	2069481	1633665928	1.0402019604132235			0.3749	0.5553	0.0698
