Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX3159032	10657064	434424	6487	10127443	0	0	0	0	0	0	0	0	0	62519	25809	382	4.0763947743956495	10657064.0	529621.0	4.97	10127443.0	95.03	SRX3159032_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10657064.0	0.0	20-150	44.0	41.29531685821977	141.32478945420615	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10659318	4068236	10659318	1525569045	6134183	1511271514	0.9371933080878684			0.366	0.5966	0.0374
SRX3159033	10820419	471885	29145	10174334	0	0	0	0	0	0	0	0	0	113135	31653	267	4.3610603249282685	10820419.0	646085.0	5.97	10174334.0	94.03	SRX3159033_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10820419.0	0.0	20-150	52.0	20.706106676855732	134.84865733942465	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10822734	3341273	10822734	1473365642	2586872	1462791304	0.7176995104654409			0.4034	0.5539999999999999	0.0425
SRX3159034	10823722	2644849	58954	7453492	0	0	0	0	0	0	0	0	0	485690	177628	3109	24.435670095739713	10823722.0	3370230.0	31.14	7453492.0	68.86	SRX3159034_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10823722.0	0.0	20-151	53.0	23.771880046970644	132.90489694764887	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	10824494	3381463	10824494	1449787120	3568809	1438135779	0.8036587468096694			0.3706	0.5938	0.0356
SRX3159035	13118444	435553	72112	12450286	0	0	0	0	0	0	0	0	0	131660	28633	200	3.3201574820916266	13118444.0	668158.0	5.09	12450286.0	94.91	SRX3159035_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13118444.0	0.0	20-150	54.0	18.140430911667444	133.40353429110954	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	13121375	3891308	13121375	1767123510	3373121	1754382611	0.7209965193660968			0.4042	0.5518	0.044000000000000004
SRX3159036	10949360	1767173	1694	8609895	0	0	0	0	0	0	0	0	0	399302	169350	1946	16.139509523844318	10949360.0	2339465.0	21.37	8609895.0	78.63	SRX3159036_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10949360.0	0.0	20-150	46.0	29.461999205730343	140.2526679184902	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10950001	3472965	10950001	1552545727	4349680	1540486012	0.7767703578884668			0.3759	0.5815	0.0426
SRX3159037	9616973	2962935	4480	5760803	0	0	0	0	0	0	0	0	0	614340	271629	2786	30.809434527891465	9616973.0	3856170.0	40.1	5760803.0	59.9	SRX3159037_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9616973.0	0.0	20-150	49.0	29.016474562664012	138.9258814597899	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	9617393	3076014	9617393	1351221313	3890326	1340123271	0.8213341436540825			0.3782	0.5806	0.0412
SRX3159038	2050614	414488	716	1500915	0	0	0	0	0	0	0	0	0	96279	37909	307	20.21287282735805	2050614.0	549699.0	26.81	1500915.0	73.19	SRX3159038_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2050614.0	0.0	20-150	48.0	45.58816907758536	137.66925613499177	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	2050707	696613	2050707	285316877	510499	283176131	0.7503047217217368			0.379	0.5763	0.0446
SRX3159039	1782565	352509	486	1301148	0	0	0	0	0	0	0	0	0	91825	36334	263	19.77537985992096	1782565.0	481417.0	27.01	1301148.0	72.99	SRX3159039_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1782565.0	0.0	20-150	47.0	45.138822750775496	138.0748982505547	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	1782660	618899	1782660	248782587	429641	246891167	0.7602702515510058			0.3851	0.5649	0.05
SRX3159040	2250699	443837	2586	1659552	0	0	0	0	0	0	0	0	0	102421	41904	399	19.71996255385549	2250699.0	591147.0	26.27	1659552.0	73.73	SRX3159040_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2250699.0	0.0	20-150	47.0	44.28291405895942	137.13753549452858	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	2250794	763646	2250794	311902666	523663	309587502	0.7422713084472321			0.3837	0.5704	0.0459
SRX3159041	10707205	2188902	2466	7743444	0	0	0	0	0	0	0	0	0	532807	237917	1669	20.44326227059256	10707205.0	2963761.0	27.68	7743444.0	72.32	SRX3159041_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10707205.0	0.0	20-150	47.0	26.98432336434455	138.0451619260115	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10707763	3502894	10707763	1494572402	4041702	1482504588	0.8074425824972513			0.3811	0.5745	0.0444
SRX3159042	11875420	3028905	2501	7940956	0	0	0	0	0	0	0	0	0	630969	268956	3133	25.505666325906788	11875420.0	3934464.0	33.13	7940956.0	66.87	SRX3159042_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11875420.0	0.0	20-150	49.0	29.344280570147085	139.60032933572037	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	11875850	3995302	11875850	1672987038	1664354	1662242772	0.6422205167138898			0.3812	0.5779	0.0408
SRX3159043	8751614	2839336	2112	4997877	0	0	0	0	0	0	0	0	0	644365	264903	3021	32.44356983751797	8751614.0	3753737.0	42.89	4997877.0	57.11	SRX3159043_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8751614.0	0.0	20-150	50.0	28.50475714545889	139.89508769468122	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	8751902	2866238	8751902	1235273945	1239594	1227604734	0.6208510291213177			0.3806	0.5757	0.0437
SRX3159044	9625549	2630926	2216	6137443	0	0	0	0	0	0	0	0	0	610388	242226	2350	27.33273707297111	9625549.0	3488106.0	36.24	6137443.0	63.76	SRX3159044_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9625549.0	0.0	20-150	49.0	29.493514299872803	139.16591043274522	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	9625876	3162593	9625876	1351523057	1318438	1343118966	0.6218237237220882			0.3788	0.578	0.0431
SRX3159045	7112734	1581796	1639	4988424	0	0	0	0	0	0	0	0	0	388091	151552	1232	22.23893090898661	7112734.0	2124310.0	29.87	4988424.0	70.13	SRX3159045_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7112734.0	0.0	20-150	48.0	30.454669498052986	138.20417493470163	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7113023	2364216	7113023	991908179	1006579	985578410	0.6381406196671758			0.3876	0.5649	0.0476
SRX3159046	8379030	1689282	1228	6122354	0	0	0	0	0	0	0	0	0	403474	161250	1442	20.160830072216	8379030.0	2256676.0	26.93	6122354.0	73.07	SRX3159046_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8379030.0	0.0	20-150	47.0	30.537003603409058	139.0089437560195	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	8379278	2711309	8379278	1175018700	1179312	1167834000	0.6114540985603037			0.3871	0.5686	0.0442
SRX3159047	10026916	2531923	2010	6576772	0	0	0	0	0	0	0	0	0	645352	268910	1949	25.25126369862877	10026916.0	3450144.0	34.41	6576772.0	65.59	SRX3159047_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10026916.0	0.0	20-150	48.0	25.47318650552303	139.36935454530587	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10027247	3298125	10027247	1409912859	1387964	1401181498	0.6192837340452968			0.3857	0.5687	0.0456
SRX3159048	7402146	1612757	1161	5292531	0	0	0	0	0	0	0	0	0	317557	175835	2305	21.787695081939756	7402146.0	2109615.0	28.5	5292531.0	71.5	SRX3159048_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7402146.0	0.0	20-150	47.0	28.859264049963016	139.3548457433831	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7402318	2542194	7402318	1041054594	987148	1034216599	0.6568334686201864			0.3722	0.5856	0.0423
SRX3159049	6777606	1951377	1825	4319009	0	0	0	0	0	0	0	0	0	332018	170926	2451	28.79153789700965	6777606.0	2458597.0	36.28	4319009.0	63.72	SRX3159049_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6777606.0	0.0	20-150	49.0	33.98925980849081	140.41924360902655	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	6777833	2250000	6777833	960361899	1078617	954230620	0.6384342200981049			0.3781	0.5814	0.0404
SRX3159050	6983117	2093297	2209	4397345	0	0	0	0	0	0	0	0	0	311798	175814	2654	29.97654199406941	6983117.0	2585772.0	37.03	4397345.0	62.97	SRX3159050_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6983117.0	0.0	20-150	49.0	32.34175214804287	140.03982233148892	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	6983363	2250470	6983363	986398549	961067	980480499	0.5999653999896547			0.3755	0.5846	0.0399
SRX3159051	7451729	2200448	2206	4655399	0	0	0	0	0	0	0	0	0	396665	194463	2548	29.52936157501165	7451729.0	2796330.0	37.53	4655399.0	62.47	SRX3159051_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7451729.0	0.0	20-150	49.0	32.44440470201683	141.44053829654837	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7451970	2490860	7451970	1063498742	1092690	1056856416	0.6245730002001263			0.3775	0.5818	0.0406
SRX3159052	7818219	1531201	2667	5871665	0	0	0	0	0	0	0	0	0	271843	139215	1628	19.5850359269803	7818219.0	1946554.0	24.9	5871665.0	75.1	SRX3159052_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7818219.0	0.0	20-150	46.0	28.425229691193174	140.3576494851321	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7818470	2626867	7818470	1107233751	1211139	1100317643	0.624629441954213			0.3838	0.5749	0.0413
SRX3159053	7820398	1978695	4179	5320504	0	0	0	0	0	0	0	0	0	336923	177919	2178	25.30171738062436	7820398.0	2499894.0	31.97	5320504.0	68.03	SRX3159053_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7820398.0	0.0	20-150	48.0	30.494019980103275	140.01972482730415	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7820680	2612163	7820680	1104799545	1122707	1097904971	0.6240565567937485			0.3848	0.5749	0.0403
SRX3159054	7085055	1688245	3176	4943426	0	0	0	0	0	0	0	0	0	296142	152067	1999	23.828255391101408	7085055.0	2141629.0	30.23	4943426.0	69.77	SRX3159054_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7085055.0	0.0	18-150	48.0	31.86801652138029	140.7541894875904	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7085430	2131052	7085430	1004536757	1017397	1000397487	0.4120575948222868			0.3819	0.5773	0.0408
SRX3159055	7388726	1209857	765	5812768	0	0	0	0	0	0	0	0	0	247307	117178	851	16.374365486012067	7388726.0	1575958.0	21.33	5812768.0	78.67	SRX3159055_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7388726.0	0.0	20-150	47.0	27.998283424283873	139.65565646905839	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7389081	2481189	7389081	1042469554	2088919	1034943470	0.7219476071144808			0.3815	0.5763	0.0422
SRX3159056	7537736	1132382	774	6076570	0	0	0	0	0	0	0	0	0	225916	101188	906	15.02283974922974	7537736.0	1461166.0	19.38	6076570.0	80.62	SRX3159056_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7537736.0	0.0	20-150	46.0	33.664431763046665	139.04477896280792	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7538071	2476279	7538071	1058768622	2185514	1051150352	0.719540590994205			0.3882	0.5678	0.0441
SRX3159057	9474438	1055589	567	8097583	0	0	0	0	0	0	0	0	0	219452	100490	757	11.14144184594379	9474438.0	1376855.0	14.53	8097583.0	85.47	SRX3159057_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9474438.0	0.0	20-150	46.0	30.569896734552106	139.54110512940187	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	9474747	3229013	9474747	1335343015	2317325	1326066991	0.6946547737773578			0.3889	0.5655	0.0457
SRX3159058	8068068	2109066	1806	5298333	0	0	0	0	0	0	0	0	0	458171	198902	1790	26.140905108881093	8068068.0	2769735.0	34.33	5298333.0	65.67	SRX3159058_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8068068.0	0.0	20-150	48.0	27.733286700499445	138.7939766992544	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	8068566	2614582	8068566	1131035903	2173178	1123030276	0.7078136935145551			0.3853	0.5696	0.0451
SRX3159059	9189220	499922	258	8553989	0	0	0	0	0	0	0	0	0	91911	42738	402	5.440309406021403	9189220.0	635231.0	6.91	8553989.0	93.09	SRX3159059_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9189220.0	0.0	20-150	43.0	68.05261914502461	139.96128692097915	pass	pass		pass	fail	warn	pass	warn	warn	warn	pass	9189577	3505353	9189577	1302407893	4590804	1290277992	0.9313442482339134			0.3885	0.5679	0.0436
SRX3159060	7613742	1273287	701	5963070	0	0	0	0	0	0	0	0	0	261059	114415	1210	16.72353751939585	7613742.0	1650672.0	21.68	5963070.0	78.32	SRX3159060_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7613742.0	0.0	20-150	46.0	28.478451110327978	138.63862500200295	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	7614077	2449692	7614077	1065929469	2005129	1058555860	0.6917539306721241			0.3844	0.5723	0.0433
SRX3159061	8567794	1114154	694	7075476	0	0	0	0	0	0	0	0	0	257284	119435	751	13.00397745323942	8567794.0	1492318.0	17.42	7075476.0	82.58	SRX3159061_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8567794.0	0.0	20-150	46.0	29.662169810398737	140.03978188551218	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	8568206	2844095	8568206	1212131850	2499334	1203376472	0.7223123458062751			0.3851	0.5702	0.0448
SRX3159062	9763121	1035236	606	8361765	0	0	0	0	0	0	0	0	0	259261	105453	800	10.603535488293142	9763121.0	1401356.0	14.35	8361765.0	85.65	SRX3159062_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9763121.0	0.0	20-150	45.0	22.85330032527856	139.06943107639452	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	9763544	3145836	9763544	1371406269	2829804	1361617997	0.7137397736366917			0.3771	0.5744	0.0486
SRX3159063	4456400	1149737	753	3041768	0	0	0	0	0	0	0	0	0	175039	87732	1371	25.799681357149268	4456400.0	1414632.0	31.74	3041768.0	68.26	SRX3159063_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4456400.0	0.0	20-150	48.0	41.24346905330757	142.20859258594382	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	4456522	1467015	4456522	639788048	992156	635684671	0.6413650603238528			0.3714	0.5918	0.0368
SRX3159064	5990736	152236	300	5799998	0	0	0	0	0	0	0	0	0	27349	10773	80	2.541190264434954	5990736.0	190738.0	3.18	5799998.0	96.82	SRX3159064_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5990736.0	0.0	20-150	44.0	35.981088609271175	141.53479071686684	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	5990943	2037463	5990943	856466041	1604921	850461442	0.7010901439815522			0.3995	0.5596	0.040999999999999995
SRX3159065	3735095	355854	317	3298057	0	0	0	0	0	0	0	0	0	53934	26493	440	9.527307873025988	3735095.0	437038.0	11.7	3298057.0	88.3	SRX3159065_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3735095.0	0.0	20-150	45.0	38.98510610275249	141.58619954780266	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	3735193	1251070	3735193	534004256	910672	530432677	0.6688296881289276			0.3789	0.5833	0.0378
SRX3159066	7206657	1021711	927	5941005	0	0	0	0	0	0	0	0	0	163932	78061	1021	14.177322439516685	7206657.0	1265652.0	17.56	5941005.0	82.44	SRX3159066_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7206657.0	0.0	20-150	46.0	32.91937190823489	141.26169137784692	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7206885	2351530	7206885	1027766098	1715223	1021067521	0.6517608445185356			0.3764	0.5859	0.0377
SRX3159067	78037	16302	10	58032	0	0	0	0	0	0	0	0	0	2436	1242	15	20.890090598049646	78037.0	20005.0	25.64	58032.0	74.36	SRX3159067_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	78037.0	0.0	23-150	49.0	80.56819201148173	140.66160923664415	pass	pass		pass	fail	fail	pass	warn	pass	warn	pass	78039	25378	78039	11081046	16389	11007953	0.6596218443637901			0.3721	0.59	0.0379
SRX3159068	6935165	178207	272	6712051	0	0	0	0	0	0	0	0	0	31916	12630	89	2.569614421574685	6935165.0	223114.0	3.22	6712051.0	96.78	SRX3159068_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6935165.0	0.0	20-150	45.0	36.5099163557717	142.59856384094684	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	6935375	2348209	6935375	998692504	1701201	992029743	0.6671483938563736			0.3939	0.5661	0.0401
SRX3159069	6980875	553039	561	6290053	0	0	0	0	0	0	0	0	0	93764	42989	469	7.922201729725858	6980875.0	690822.0	9.9	6290053.0	90.1	SRX3159069_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6980875.0	0.0	20-150	45.0	34.87472049914337	141.79375866205885	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	6981095	2360890	6981095	999485057	1609174	992847390	0.6641086781150346			0.3772	0.5838	0.0391
SRX3159070	6536407	704829	586	5662009	0	0	0	0	0	0	0	0	0	113345	55015	623	10.783125958955738	6536407.0	874398.0	13.38	5662009.0	86.62	SRX3159070_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6536407.0	0.0	20-150	45.0	35.336308945468566	142.24057743038338	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	6536602	2208499	6536602	938954513	1649674	932602699	0.6764772853272393			0.375	0.5873	0.0377
SRX3159071	10852249	2374482	2033	7755619	0	0	0	0	0	0	0	0	0	494820	222759	2536	21.88009139856632	10852249.0	3096630.0	28.53	7755619.0	71.47	SRX3159071_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10852249.0	0.0	20-150	48.0	28.84768761301529	139.703975553823	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10852592	3684900	10852592	1529892654	1397542	1520157411	0.6363350379222097			0.3777	0.5793	0.043
SRX3159072	8560461	243573	766	8236546	0	0	0	0	0	0	0	0	0	58643	20801	132	2.8453257365461977	8560461.0	323915.0	3.78	8236546.0	96.22	SRX3159072_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8560461.0	0.0	20-150	45.0	29.42397508681621	139.31245081310456	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	8560743	2924791	8560743	1203771221	1388032	1195794260	0.662664205692952			0.4006	0.5487	0.0506
SRX3159073	10710796	1804222	2426	8398642	0	0	0	0	0	0	0	0	0	352353	151472	1681	16.844891826900636	10710796.0	2312154.0	21.59	8398642.0	78.41	SRX3159073_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10710796.0	0.0	20-150	47.0	28.286800489659434	139.8841402637115	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10711094	3622694	10711094	1511824229	1373187	1502330797	0.6279454858505247			0.3828	0.5763	0.0409
SRX3159074	10630417	1638016	1761	8522394	0	0	0	0	0	0	0	0	0	320159	146590	1497	15.408765244110365	10630417.0	2108023.0	19.83	8522394.0	80.17	SRX3159074_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10630417.0	0.0	20-150	47.0	26.231361003326555	139.90190798724078	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10630819	3558369	10630819	1500807008	1582194	1491302181	0.6333144068047956			0.38	0.5778	0.0423
SRX3159075	4387642	1143372	434	2960744	0	0	0	0	0	0	0	0	0	188799	92705	1588	26.05891729544024	4387642.0	1426898.0	32.52	2960744.0	67.48	SRX3159075_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4387642.0	0.0	20-150	47.0	38.7516497360326	143.66727344664855	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	4387760	1414283	4387760	636362391	1107205	632425454	0.6186627392944094			0.3663	0.5964	0.0374
SRX3159076	9195701	1921261	1186	6820967	0	0	0	0	0	0	0	0	0	287997	162191	2099	20.89303469088436	9195701.0	2374734.0	25.82	6820967.0	74.18	SRX3159076_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9195701.0	0.0	20-150	46.0	25.98330507779184	144.68473278981125	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	9195911	3034991	9195911	1343221846	2397684	1335041772	0.6089890530264649			0.3721	0.5934	0.0346
SRX3159077	4445998	334457	361	4025185	0	0	0	0	0	0	0	0	0	58219	27524	252	7.522652956659	4445998.0	420813.0	9.46	4025185.0	90.54	SRX3159077_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4445998.0	0.0	20-150	44.0	35.96669148161128	143.03023303204364	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	4446125	1472580	4446125	642119564	1224170	637958324	0.6480475340259217			0.3789	0.5845	0.0366
SRX3159078	5289175	152550	99	5077748	0	0	0	0	0	0	0	0	0	46670	12027	81	2.884192714364717	5289175.0	211427.0	4.0	5077748.0	96.0	SRX3159078_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5289175.0	0.0	20-150	43.0	30.105342995331263	143.38229421412603	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	5289343	1709843	5289343	765634875	1558707	760853778	0.6244617579626321			0.4209	0.5325	0.0465
SRX3159079	1422015	347727	213	983490	0	0	0	0	0	0	0	0	0	61861	28296	428	24.453117583147854	1422015.0	438525.0	30.84	983490.0	69.16	SRX3159079_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1422015.0	0.0	20-150	47.0	50.650490477620146	142.4388469882526	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass	1422049	464860	1422049	204459285	341005	203180116	0.6256350744843894			0.3702	0.5895	0.0402
SRX3159080	3564793	908656	1186	2441911	0	0	0	0	0	0	0	0	0	138460	73663	917	25.489726892978076	3564793.0	1122882.0	31.5	2441911.0	68.5	SRX3159080_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3564793.0	0.0	20-150	47.0	39.996009126469005	143.77157579696777	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	3564906	1150337	3564906	517356759	900261	514204343	0.6093311714131873			0.3824	0.5824	0.0352
SRX3159081	3909704	204938	226	3624743	0	0	0	0	0	0	0	0	0	63048	16628	121	5.2417778941832935	3909704.0	284961.0	7.29	3624743.0	92.71	SRX3159081_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3909704.0	0.0	20-150	44.0	29.608400204392648	142.34488518823932	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3909841	1284386	3909841	561971437	1133751	558284954	0.6559911691739593			0.4341	0.518	0.048
SRX3159082	10996471	3000527	2332	7115874	0	0	0	0	0	0	0	0	0	617758	257162	2818	27.2862721140264	10996471.0	3880597.0	35.29	7115874.0	64.71	SRX3159082_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10996471.0	0.0	20-150	49.0	23.26926767963161	139.7953402505222	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10996859	3659343	10996859	1550988737	1359394	1541377113	0.6197094647245012			0.3815	0.5729	0.0455
SRX3159083	11423181	2809872	5746	7816443	0	0	0	0	0	0	0	0	0	543055	245562	2503	24.59798194565945	11423181.0	3606738.0	31.57	7816443.0	68.43	SRX3159083_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11423181.0	0.0	20-150	49.0	26.914836213670746	137.31773032397894	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	11423575	3744854	11423575	1582465312	1495231	1572617069	0.6223354739797291			0.39	0.5699	0.0402
SRX3159084	10792766	777795	784	9782494	0	0	0	0	0	0	0	0	0	157872	73284	537	7.20663266487942	10792766.0	1010272.0	9.36	9782494.0	90.64	SRX3159084_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10792766.0	0.0	20-150	45.0	32.48697575424095	132.75569969737137	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	10793109	3813522	10793109	1446675924	2094611	1436343344	0.7142290701452221			0.3901	0.5644	0.0455
SRX3159085	10871975	1312101	2243	8981156	0	0	0	0	0	0	0	0	0	466114	109676	685	12.068653579501426	10871975.0	1890819.0	17.39	8981156.0	82.61	SRX3159085_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10871975.0	0.0	20-150	46.0	25.469720722226466	138.84130960566043	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	10872339	3682377	10872339	1523165592	1390373	1513458878	0.6372724049822155			0.4392	0.4978	0.0631
SRX3159086	4415661	857320	1055	3324716	0	0	0	0	0	0	0	0	0	160889	70552	1129	19.41543972691744	4415661.0	1090945.0	24.71	3324716.0	75.29	SRX3159086_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4415661.0	0.0	20-150	47.0	34.849798281993536	140.67495036416972	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	4415821	1416978	4415821	626548011	547043	622827293	0.5938440366383989			0.3788	0.5804	0.0408
SRX3159087	4325952	1193369	1375	2837985	0	0	0	0	0	0	0	0	0	198724	93065	1434	27.58627465122128	4325952.0	1487967.0	34.4	2837985.0	65.6	SRX3159087_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4325952.0	0.0	20-150	49.0	38.011187018560975	141.7354434353409	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	4326060	1439526	4326060	618652549	580133	614878861	0.6099850402459103			0.3818	0.5803	0.0379
SRX3159088	4887733	1368750	1436	3156149	0	0	0	0	0	0	0	0	0	246993	112864	1541	28.00378007554832	4887733.0	1731584.0	35.43	3156149.0	64.57	SRX3159088_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4887733.0	0.0	20-150	48.0	33.89394786349241	141.23339265872337	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	4887866	1601723	4887866	696408584	636898	692214818	0.6021990676668626			0.3803	0.5798	0.0399
