,gene_id,gene_ontology
1359,PSPTO_RS08535,molecular_function
1360,PSPTO_RS08535,cellular_component
1361,PSPTO_RS08535,biological_process
1362,PSPTO_RS27680,molecular_function
1363,PSPTO_RS27680,cellular_component
1364,PSPTO_RS27680,biological_process
1365,PSPTO_RS08510,molecular_function
1366,PSPTO_RS08510,cellular_component
1367,PSPTO_RS08510,biological_process
1374,PSPTO_RS27620,molecular_function
1375,PSPTO_RS27620,cellular_component
1376,PSPTO_RS27620,biological_process
1377,PSPTO_RS08480,molecular_function
1378,PSPTO_RS08480,cellular_component
1379,PSPTO_RS08480,biological_process
1380,PSPTO_RS27605,molecular_function
1381,PSPTO_RS27605,cellular_component
1382,PSPTO_RS27605,biological_process
1383,PSPTO_RS27595,molecular_function
1384,PSPTO_RS27595,cellular_component
1385,PSPTO_RS27595,biological_process
1386,PSPTO_RS08450,molecular_function
1387,PSPTO_RS08450,cellular_component
1388,PSPTO_RS08450,biological_process
1389,PSPTO_RS27575,histidine biosynthetic process
1390,PSPTO_RS27575,imidazoleglycerol-phosphate synthase activity
1391,PSPTO_RS27570,molecular_function
1392,PSPTO_RS27570,cellular_component
1393,PSPTO_RS27570,biological_process
1394,PSPTO_RS27555,molecular_function
1395,PSPTO_RS27555,cellular_component
1396,PSPTO_RS27555,biological_process
1397,PSPTO_RS27550,molecular_function
1398,PSPTO_RS27550,biological_process
1399,PSPTO_RS27540,molecular_function
1400,PSPTO_RS27540,cellular_component
1401,PSPTO_RS27540,biological_process
1402,PSPTO_RS08405,molecular_function
1403,PSPTO_RS08405,cellular_component
1404,PSPTO_RS08405,biological_process
1405,PSPTO_RS27520,molecular_function
1406,PSPTO_RS27520,biological_process
1407,PSPTO_RS08395,molecular_function
1408,PSPTO_RS08395,cellular_component
1409,PSPTO_RS08395,biological_process
1410,PSPTO_RS27500,molecular_function
1411,PSPTO_RS27500,cellular_component
1412,PSPTO_RS27500,biological_process
1413,PSPTO_RS08375,cytidine deaminase activity
1414,PSPTO_RS08375,pyrimidine-containing compound salvage
1415,PSPTO_RS08370,molecular_function
1416,PSPTO_RS08370,cellular_component
1417,PSPTO_RS08370,biological_process
1418,PSPTO_RS08350,molecular_function
1419,PSPTO_RS08350,cellular_component
1420,PSPTO_RS08350,biological_process
1421,PSPTO_RS08345,molecular_function
1422,PSPTO_RS08345,cellular_component
1423,PSPTO_RS08345,biological_process
1424,PSPTO_RS08330,molecular_function
1425,PSPTO_RS08330,cellular_component
1426,PSPTO_RS08330,biological_process
1427,PSPTO_RS08315,molecular_function
1428,PSPTO_RS08315,cellular_component
1429,PSPTO_RS08315,biological_process
1430,PSPTO_RS08305,molecular_function
1431,PSPTO_RS08305,biological_process
1432,PSPTO_RS08300,molecular_function
1433,PSPTO_RS08300,cellular_component
1434,PSPTO_RS08300,biological_process
1436,PSPTO_RS08290,molecular_function
1437,PSPTO_RS08290,cellular_component
1438,PSPTO_RS08290,biological_process
1439,PSPTO_RS08280,molecular_function
1440,PSPTO_RS08280,cellular_component
1441,PSPTO_RS08280,biological_process
1442,PSPTO_RS27380,molecular_function
1443,PSPTO_RS27380,cellular_component
1444,PSPTO_RS27380,biological_process
1446,PSPTO_RS08265,molecular_function
1447,PSPTO_RS08265,cellular_component
1448,PSPTO_RS08265,biological_process
1449,PSPTO_RS08250,molecular_function
1450,PSPTO_RS08250,cellular_component
1451,PSPTO_RS08250,biological_process
1452,PSPTO_RS08240,molecular_function
1453,PSPTO_RS08240,cellular_component
1454,PSPTO_RS08240,biological_process
1455,PSPTO_RS27340,molecular_function
1456,PSPTO_RS27340,cellular_component
1457,PSPTO_RS27340,biological_process
1458,PSPTO_RS27335,molecular_function
1459,PSPTO_RS27335,cellular_component
1460,PSPTO_RS27335,biological_process
1461,PSPTO_RS08225,molecular_function
1462,PSPTO_RS08225,cellular_component
1463,PSPTO_RS08225,biological_process
1464,PSPTO_RS29865,molecular_function
1465,PSPTO_RS29865,cellular_component
1466,PSPTO_RS29865,biological_process
1470,PSPTO_RS27285,molecular_function
1471,PSPTO_RS27285,cellular_component
1472,PSPTO_RS27285,biological_process
1473,PSPTO_RS27280,DNA-binding transcription factor activity
1474,PSPTO_RS27280,"regulation of transcription, DNA-templated"
1475,PSPTO_RS27280,response to cadmium ion
1476,PSPTO_RS27275,biological_process
1477,PSPTO_RS08120,DNA-directed DNA polymerase activity
1478,PSPTO_RS08120,DNA replication
1479,PSPTO_RS08120,DNA polymerase III complex
1480,PSPTO_RS27145,biological_process
1487,PSPTO_RS07995,molecular_function
1488,PSPTO_RS07995,biological_process
1489,PSPTO_RS07965,molecular_function
1490,PSPTO_RS07965,cellular_component
1491,PSPTO_RS07965,biological_process
1492,PSPTO_RS07945,molecular_function
1493,PSPTO_RS07945,cellular_component
1494,PSPTO_RS07945,biological_process
1495,PSPTO_RS26405,molecular_function
1496,PSPTO_RS26405,cellular_component
1497,PSPTO_RS26405,biological_process
1498,PSPTO_RS27035,cell killing
1499,PSPTO_RS27035,deoxyribonuclease activity
1500,PSPTO_RS27035,bacteriocin biosynthetic process
1501,PSPTO_RS26395,molecular_function
1502,PSPTO_RS26395,biological_process
1503,PSPTO_RS26390,molecular_function
1504,PSPTO_RS26390,cellular_component
1505,PSPTO_RS26390,biological_process
1506,PSPTO_RS27020,molecular_function
1507,PSPTO_RS27020,cellular_component
1508,PSPTO_RS27020,biological_process
1509,PSPTO_RS29990,molecular_function
1510,PSPTO_RS29990,cellular_component
1511,PSPTO_RS29990,biological_process
1512,PSPTO_RS26375,molecular_function
1513,PSPTO_RS26375,biological_process
1514,PSPTO_RS26995,molecular_function
1515,PSPTO_RS26995,cellular_component
1516,PSPTO_RS26995,biological_process
1517,PSPTO_RS26990,aminopeptidase activity
1518,PSPTO_RS26990,proteolysis
1519,PSPTO_RS07885,molecular_function
1520,PSPTO_RS07885,cellular_component
1521,PSPTO_RS07885,biological_process
1525,PSPTO_RS07830,molecular_function
1526,PSPTO_RS07830,biological_process
1527,PSPTO_RS07825,molecular_function
1528,PSPTO_RS07825,cellular_component
1529,PSPTO_RS07825,biological_process
1530,PSPTO_RS26290,carboxy-lyase activity
1531,PSPTO_RS26290,cellular carbohydrate metabolic process
1532,PSPTO_RS07805,molecular_function
1533,PSPTO_RS07805,cellular_component
1534,PSPTO_RS07805,biological_process
1535,PSPTO_RS07800,molecular_function
1536,PSPTO_RS07800,cellular_component
1537,PSPTO_RS07800,biological_process
1541,PSPTO_RS26260,DNA-binding transcription factor activity
1542,PSPTO_RS26260,"regulation of transcription, DNA-templated"
1546,PSPTO_RS26820,molecular_function
1547,PSPTO_RS26820,cellular_component
1548,PSPTO_RS26820,biological_process
1551,PSPTO_RS26805,amino acid transport
1552,PSPTO_RS26805,ATPase-coupled transmembrane transporter activity
1553,PSPTO_RS07705,molecular_function
1554,PSPTO_RS07705,cellular_component
1555,PSPTO_RS07705,biological_process
1556,PSPTO_RS26785,molecular_function
1557,PSPTO_RS26785,cellular_component
1558,PSPTO_RS26785,biological_process
1562,PSPTO_RS26155,molecular_function
1563,PSPTO_RS26155,cellular_component
1564,PSPTO_RS26155,biological_process
1565,PSPTO_RS26150,molecular_function
1566,PSPTO_RS26150,cellular_component
1567,PSPTO_RS26150,biological_process
1568,PSPTO_RS07655,phosphoribosylformylglycinamidine synthase activity
1569,PSPTO_RS07655,purine ribonucleotide biosynthetic process
1570,PSPTO_RS26745,molecular_function
1571,PSPTO_RS26745,cellular_component
1572,PSPTO_RS26745,biological_process
1573,PSPTO_RS07645,molecular_function
1574,PSPTO_RS07645,biological_process
1575,PSPTO_RS26735,molecular_function
1576,PSPTO_RS26735,cellular_component
1577,PSPTO_RS26735,biological_process
1578,PSPTO_RS26730,DNA-binding transcription factor activity
1579,PSPTO_RS26730,"regulation of transcription, DNA-templated"
1580,PSPTO_RS07615,carbohydrate metabolic process
1581,PSPTO_RS07615,"hydrolase activity, acting on glycosyl bonds"
1582,PSPTO_RS26100,molecular_function
1583,PSPTO_RS26100,cellular_component
1584,PSPTO_RS26100,biological_process
1585,PSPTO_RS07610,molecular_function
1586,PSPTO_RS07610,cellular_component
1587,PSPTO_RS07610,biological_process
1588,PSPTO_RS26700,molecular_function
1589,PSPTO_RS26700,cellular_component
1590,PSPTO_RS26700,biological_process
1591,PSPTO_RS26695,molecular_function
1592,PSPTO_RS26695,biological_process
1593,PSPTO_RS07595,molecular_function
1594,PSPTO_RS07595,cellular_component
1595,PSPTO_RS07595,biological_process
1596,PSPTO_RS07570,fermentation
1597,PSPTO_RS07570,carboxyvinyl-carboxyphosphonate phosphorylmutase activity
1598,PSPTO_RS07570,antibiotic biosynthetic process
1601,PSPTO_RS26615,molecular_function
1602,PSPTO_RS26615,cellular_component
1603,PSPTO_RS26615,biological_process
1604,PSPTO_RS26590,DNA-binding transcription factor activity
1605,PSPTO_RS26590,"regulation of transcription, DNA-templated"
1606,PSPTO_RS26055,molecular_function
1607,PSPTO_RS26055,cellular_component
1608,PSPTO_RS26055,biological_process
1609,PSPTO_RS07440,molecular_function
1610,PSPTO_RS07440,cellular_component
1611,PSPTO_RS07440,biological_process
1612,PSPTO_RS26015,molecular_function
1613,PSPTO_RS26015,cellular_component
1614,PSPTO_RS26015,biological_process
1615,PSPTO_RS26005,molecular_function
1616,PSPTO_RS26005,cellular_component
1617,PSPTO_RS26005,biological_process
1618,PSPTO_RS07395,molecular_function
1619,PSPTO_RS07395,biological_process
1623,PSPTO_RS25990,molecular_function
1624,PSPTO_RS25990,cellular_component
1625,PSPTO_RS25990,biological_process
1626,PSPTO_RS25970,molecular_function
1631,PSPTO_RS25925,molecular_function
1632,PSPTO_RS25925,cellular_component
1633,PSPTO_RS25925,biological_process
1634,PSPTO_RS25905,molecular_function
1635,PSPTO_RS25905,biological_process
1636,PSPTO_RS25900,molecular_function
1637,PSPTO_RS25900,cellular_component
1638,PSPTO_RS25900,biological_process
1639,PSPTO_RS07160,molecular_function
1640,PSPTO_RS07160,cellular_component
1641,PSPTO_RS07160,biological_process
1642,PSPTO_RS25875,glutamine biosynthetic process
1643,PSPTO_RS25875,[glutamate-ammonia-ligase] adenylyltransferase activity
1644,PSPTO_RS25870,lipopolysaccharide heptosyltransferase activity
1645,PSPTO_RS25870,lipopolysaccharide core region biosynthetic process
1646,PSPTO_RS25840,molecular_function
1647,PSPTO_RS25840,cellular_component
1648,PSPTO_RS25840,biological_process
1649,PSPTO_RS07115,molecular_function
1650,PSPTO_RS07115,cellular_component
1651,PSPTO_RS07115,biological_process
1652,PSPTO_RS07105,molecular_function
1653,PSPTO_RS07105,cellular_component
1654,PSPTO_RS07105,biological_process
1655,PSPTO_RS25805,molecular_function
1656,PSPTO_RS25805,cellular_component
1657,PSPTO_RS25805,biological_process
1658,PSPTO_RS07090,molecular_function
1659,PSPTO_RS07090,biological_process
1660,PSPTO_RS25790,molecular_function
1661,PSPTO_RS25790,cellular_component
1662,PSPTO_RS25790,biological_process
1663,PSPTO_RS25785,molecular_function
1664,PSPTO_RS25785,biological_process
1665,PSPTO_RS25780,molecular_function
1666,PSPTO_RS25780,response to toxic substance
1667,PSPTO_RS07065,proteolysis
1668,PSPTO_RS07065,peptidase activity
1669,PSPTO_RS07060,molecular_function
1670,PSPTO_RS25765,molecular_function
1671,PSPTO_RS25765,cellular_component
1672,PSPTO_RS25765,biological_process
1673,PSPTO_RS25725,molecular_function
1674,PSPTO_RS25725,biological_process
1675,PSPTO_RS25715,molecular_function
1676,PSPTO_RS25715,cellular_component
1677,PSPTO_RS25715,biological_process
1678,PSPTO_RS25680,molecular_function
1679,PSPTO_RS25680,cellular_component
1680,PSPTO_RS25680,biological_process
1681,PSPTO_RS25670,molecular_function
1682,PSPTO_RS25670,cellular_component
1683,PSPTO_RS25670,biological_process
1684,PSPTO_RS25660,molecular_function
1685,PSPTO_RS25660,cellular_component
1686,PSPTO_RS25660,biological_process
1687,PSPTO_RS25655,molecular_function
1688,PSPTO_RS25655,cellular_component
1689,PSPTO_RS25655,biological_process
1690,PSPTO_RS06955,molecular_function
1691,PSPTO_RS06955,cellular_component
1692,PSPTO_RS06955,biological_process
1693,PSPTO_RS25645,molecular_function
1694,PSPTO_RS25645,biological_process
1695,PSPTO_RS25635,molecular_function
1696,PSPTO_RS25635,biological_process
1697,PSPTO_RS25625,molecular_function
1698,PSPTO_RS25625,cellular_component
1699,PSPTO_RS25625,biological_process
1700,PSPTO_RS25615,molecular_function
1701,PSPTO_RS25615,cellular_component
1702,PSPTO_RS25615,biological_process
1703,PSPTO_RS25600,molecular_function
1704,PSPTO_RS25600,cellular_component
1705,PSPTO_RS25600,biological_process
1706,PSPTO_RS25590,molecular_function
1707,PSPTO_RS25590,biological_process
1708,PSPTO_RS06870,molecular_function
1709,PSPTO_RS06870,cellular_component
1710,PSPTO_RS06870,biological_process
1711,PSPTO_RS25575,molecular_function
1712,PSPTO_RS25575,cellular_component
1713,PSPTO_RS25575,biological_process
1714,PSPTO_RS25565,mismatch repair
1715,PSPTO_RS06850,"regulation of transcription, DNA-templated"
1716,PSPTO_RS25550,GTP binding
1717,PSPTO_RS25550,biological_process
1718,PSPTO_RS25465,molecular_function
1719,PSPTO_RS25465,biological_process
1720,PSPTO_RS06765,molecular_function
1721,PSPTO_RS06765,cellular_component
1722,PSPTO_RS06765,biological_process
1723,PSPTO_RS06720,molecular_function
1724,PSPTO_RS06720,biological_process
1725,PSPTO_RS06660,molecular_function
1726,PSPTO_RS06660,cellular_component
1727,PSPTO_RS06660,biological_process
1728,PSPTO_RS06650,molecular_function
1729,PSPTO_RS06650,cellular_component
1730,PSPTO_RS06650,biological_process
1731,PSPTO_RS06635,amino acid transport
1732,PSPTO_RS06635,ATPase-coupled amino acid transmembrane transporter activity
1733,PSPTO_RS24695,molecular_function
1734,PSPTO_RS24695,cellular_component
1735,PSPTO_RS24695,biological_process
1736,PSPTO_RS24690,molecular_function
1737,PSPTO_RS24690,cellular_component
1738,PSPTO_RS24690,biological_process
1739,PSPTO_RS06580,molecular_function
1740,PSPTO_RS06580,biological_process
1741,PSPTO_RS06570,molecular_function
1742,PSPTO_RS06570,cellular_component
1743,PSPTO_RS06570,biological_process
1744,PSPTO_RS25250,molecular_function
1745,PSPTO_RS25250,cellular_component
1746,PSPTO_RS25250,biological_process
1753,PSPTO_RS24585,molecular_function
1754,PSPTO_RS24585,cellular_component
1755,PSPTO_RS24585,biological_process
1756,PSPTO_RS24575,molecular_function
1757,PSPTO_RS24575,cellular_component
1758,PSPTO_RS24575,biological_process
1759,PSPTO_RS24565,molecular_function
1760,PSPTO_RS24565,biological_process
1761,PSPTO_RS25190,molecular_function
1762,PSPTO_RS25190,cellular_component
1763,PSPTO_RS25190,biological_process
1764,PSPTO_RS25185,molecular_function
1765,PSPTO_RS25185,cellular_component
1766,PSPTO_RS25185,biological_process
1767,PSPTO_RS25180,molecular_function
1768,PSPTO_RS25180,cellular_component
1769,PSPTO_RS25180,biological_process
1770,PSPTO_RS24520,molecular_function
1771,PSPTO_RS24520,cellular_component
1772,PSPTO_RS24520,biological_process
1773,PSPTO_RS06430,molecular_function
1774,PSPTO_RS06430,cellular_component
1775,PSPTO_RS06430,biological_process
1776,PSPTO_RS24480,helicase activity
1777,PSPTO_RS24475,molecular_function
1778,PSPTO_RS24470,molecular_function
1779,PSPTO_RS24470,cellular_component
1780,PSPTO_RS24470,biological_process
1781,PSPTO_RS25145,molecular_function
1782,PSPTO_RS25145,biological_process
1783,PSPTO_RS25140,molecular_function
1784,PSPTO_RS25140,cellular_component
1785,PSPTO_RS25140,biological_process
1786,PSPTO_RS06385,molecular_function
1787,PSPTO_RS29975,molecular_function
1788,PSPTO_RS29975,cellular_component
1789,PSPTO_RS29975,biological_process
1790,PSPTO_RS06375,iron ion transport
1791,PSPTO_RS06375,iron ion transport
1792,PSPTO_RS06375,regulation of DNA-binding transcription factor activity
1793,PSPTO_RS06375,regulation of DNA-binding transcription factor activity
1794,PSPTO_RS24380,molecular_function
1795,PSPTO_RS24380,cellular_component
1796,PSPTO_RS24380,biological_process
1797,PSPTO_RS24365,molecular_function
1798,PSPTO_RS24365,biological_process
1799,PSPTO_RS24360,thiolester hydrolase activity
1800,PSPTO_RS06340,molecular_function
1801,PSPTO_RS06340,biological_process
1802,PSPTO_RS25070,molecular_function
1803,PSPTO_RS25070,cellular_component
1804,PSPTO_RS25070,biological_process
1808,PSPTO_RS06330,molecular_function
1809,PSPTO_RS06330,cellular_component
1810,PSPTO_RS06330,biological_process
1811,PSPTO_RS25045,molecular_function
1812,PSPTO_RS25045,biological_process
1813,PSPTO_RS25040,cellular response to DNA damage stimulus
1814,PSPTO_RS06315,molecular_function
1815,PSPTO_RS06315,biological_process
1818,PSPTO_RS24285,transposase activity
1819,PSPTO_RS24285,"transposition, DNA-mediated"
1820,PSPTO_RS06300,molecular_function
1821,PSPTO_RS06300,cellular_component
1822,PSPTO_RS06300,biological_process
1823,PSPTO_RS06265,molecular_function
1824,PSPTO_RS06265,cellular_component
1825,PSPTO_RS06265,biological_process
1826,PSPTO_RS25000,molecular_function
1827,PSPTO_RS24985,molecular_function
1828,PSPTO_RS24985,cellular_component
1829,PSPTO_RS24985,biological_process
1830,PSPTO_RS06220,molecular_function
1834,PSPTO_RS06185,molecular_function
1835,PSPTO_RS06185,cellular_component
1836,PSPTO_RS06185,biological_process
1837,PSPTO_RS24175,molecular_function
1838,PSPTO_RS24175,cellular_component
1839,PSPTO_RS24175,biological_process
1840,PSPTO_RS06165,molecular_function
1841,PSPTO_RS06165,cellular_component
1842,PSPTO_RS06165,biological_process
1843,PSPTO_RS24160,molecular_function
1844,PSPTO_RS24160,cellular_component
1845,PSPTO_RS24160,biological_process
1849,PSPTO_RS24885,molecular_function
1850,PSPTO_RS24885,biological_process
1851,PSPTO_RS24110,molecular_function
1852,PSPTO_RS24855,molecular_function
1853,PSPTO_RS24855,cellular_component
1854,PSPTO_RS24855,biological_process
1855,PSPTO_RS24850,molecular_function
1856,PSPTO_RS24850,biological_process
1857,PSPTO_RS06070,molecular_function
1858,PSPTO_RS06070,cellular_component
1859,PSPTO_RS06070,biological_process
1860,PSPTO_RS06040,molecular_function
1861,PSPTO_RS06040,cellular_component
1862,PSPTO_RS06040,biological_process
1866,PSPTO_RS06020,molecular_function
1867,PSPTO_RS06020,cellular_component
1868,PSPTO_RS06020,biological_process
1869,PSPTO_RS06015,molecular_function
1870,PSPTO_RS06015,biological_process
1874,PSPTO_RS24775,molecular_function
1875,PSPTO_RS24775,cellular_component
1876,PSPTO_RS24775,biological_process
1877,PSPTO_RS05980,molecular_function
1878,PSPTO_RS05980,cellular_component
1879,PSPTO_RS05980,biological_process
1880,PSPTO_RS24090,S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity
1881,PSPTO_RS05955,molecular_function
1882,PSPTO_RS05955,cellular_component
1883,PSPTO_RS05955,biological_process
1884,PSPTO_RS05945,molecular_function
1885,PSPTO_RS05945,cellular_component
1886,PSPTO_RS05945,biological_process
1887,PSPTO_RS24060,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
1888,PSPTO_RS24060,oxidation-reduction process
1889,PSPTO_RS05940,molecular_function
1890,PSPTO_RS05940,cellular_component
1891,PSPTO_RS05940,biological_process
1892,PSPTO_RS05925,molecular_function
1893,PSPTO_RS05925,cellular_component
1894,PSPTO_RS05925,biological_process
1895,PSPTO_RS05900,molecular_function
1896,PSPTO_RS05900,biological_process
1897,PSPTO_RS24005,molecular_function
1898,PSPTO_RS24005,cellular_component
1899,PSPTO_RS24005,biological_process
1900,PSPTO_RS23980,molecular_function
1901,PSPTO_RS23980,cellular_component
1902,PSPTO_RS23980,biological_process
1903,PSPTO_RS05860,molecular_function
1904,PSPTO_RS05860,biological_process
1911,PSPTO_RS23950,molecular_function
1912,PSPTO_RS23950,cellular_component
1913,PSPTO_RS23950,biological_process
1914,PSPTO_RS23900,molecular_function
1915,PSPTO_RS23900,cellular_component
1916,PSPTO_RS23900,biological_process
1917,PSPTO_RS05770,molecular_function
1918,PSPTO_RS05770,cellular_component
1919,PSPTO_RS05770,biological_process
1920,PSPTO_RS23885,molecular_function
1921,PSPTO_RS23885,cellular_component
1922,PSPTO_RS23885,biological_process
1926,PSPTO_RS05755,molecular_function
1927,PSPTO_RS05755,cellular_component
1928,PSPTO_RS05755,biological_process
1929,PSPTO_RS23845,molecular_function
1930,PSPTO_RS23840,molecular_function
1931,PSPTO_RS23840,cellular_component
1932,PSPTO_RS23840,biological_process
1933,PSPTO_RS23830,molecular_function
1934,PSPTO_RS23830,cellular_component
1935,PSPTO_RS23830,biological_process
1936,PSPTO_RS23825,molecular_function
1937,PSPTO_RS23825,cellular_component
1938,PSPTO_RS23825,biological_process
1939,PSPTO_RS23795,molecular_function
1940,PSPTO_RS23795,biological_process
1941,PSPTO_RS23790,protein binding
1942,PSPTO_RS05650,molecular_function
1943,PSPTO_RS05650,biological_process
1944,PSPTO_RS23785,protein binding
1945,PSPTO_RS05630,molecular_function
1946,PSPTO_RS05630,biological_process
1947,PSPTO_RS05610,molecular_function
1948,PSPTO_RS05610,biological_process
1949,PSPTO_RS05585,molecular_function
1950,PSPTO_RS05585,cellular_component
1951,PSPTO_RS05585,biological_process
1952,PSPTO_RS23740,molecular_function
1953,PSPTO_RS23740,cellular_component
1954,PSPTO_RS23740,biological_process
1955,PSPTO_RS23735,molecular_function
1956,PSPTO_RS23735,cellular_component
1957,PSPTO_RS23735,biological_process
1958,PSPTO_RS23725,molecular_function
1959,PSPTO_RS23725,cellular_component
1960,PSPTO_RS23725,biological_process
1961,PSPTO_RS23720,molecular_function
1962,PSPTO_RS23720,cellular_component
1963,PSPTO_RS23720,biological_process
1964,PSPTO_RS23705,molecular_function
1965,PSPTO_RS23705,cellular_component
1966,PSPTO_RS23705,biological_process
1967,PSPTO_RS23690,amine transmembrane transporter activity
1968,PSPTO_RS23690,integral component of plasma membrane
1969,PSPTO_RS23690,amine transport
1970,PSPTO_RS23690,ATPase-coupled transmembrane transporter activity
1971,PSPTO_RS23690,ATP-binding cassette (ABC) transporter complex
1972,PSPTO_RS23685,amine transmembrane transporter activity
1973,PSPTO_RS23685,amine transport
1974,PSPTO_RS23685,outer membrane-bounded periplasmic space
1975,PSPTO_RS23685,ATPase-coupled transmembrane transporter activity
1976,PSPTO_RS23685,amine binding
1977,PSPTO_RS23685,ATP-binding cassette (ABC) transporter complex
1978,PSPTO_RS23675,amine transmembrane transporter activity
1979,PSPTO_RS23675,ATP binding
1980,PSPTO_RS23675,cytoplasmic side of plasma membrane
1981,PSPTO_RS23675,amine transport
1982,PSPTO_RS23675,ATPase-coupled transmembrane transporter activity
1983,PSPTO_RS23675,ATP-binding cassette (ABC) transporter complex
1984,PSPTO_RS23670,molecular_function
1985,PSPTO_RS23670,cellular_component
1986,PSPTO_RS23670,biological_process
1990,PSPTO_RS05495,DNA-binding transcription factor activity
1991,PSPTO_RS05495,"regulation of transcription, DNA-templated"
1992,PSPTO_RS23610,peptide transport
1993,PSPTO_RS23610,ATPase-coupled transmembrane transporter activity
1994,PSPTO_RS23610,peptide transmembrane transporter activity
1995,PSPTO_RS05470,molecular_function
1996,PSPTO_RS05470,cellular_component
1997,PSPTO_RS05470,biological_process
1998,PSPTO_RS23585,molecular_function
1999,PSPTO_RS23580,molecular_function
2000,PSPTO_RS23580,cellular_component
2001,PSPTO_RS23580,biological_process
2005,PSPTO_RS05430,cellulase activity
2006,PSPTO_RS05430,cellulose catabolic process
2007,PSPTO_RS05405,molecular_function
2008,PSPTO_RS05405,biological_process
2009,PSPTO_RS29960,molecular_function
2010,PSPTO_RS29960,cellular_component
2011,PSPTO_RS29960,biological_process
2012,PSPTO_RS23525,molecular_function
2013,PSPTO_RS23525,biological_process
2014,PSPTO_RS23515,molecular_function
2015,PSPTO_RS23515,biological_process
2016,PSPTO_RS05335,alkaline phosphatase activity
2023,PSPTO_RS05290,molecular_function
2024,PSPTO_RS05290,cellular_component
2025,PSPTO_RS05290,biological_process
2026,PSPTO_RS23440,molecular_function
2027,PSPTO_RS23440,cellular_component
2028,PSPTO_RS23440,biological_process
2029,PSPTO_RS05250,molecular_function
2030,PSPTO_RS05250,cellular_component
2031,PSPTO_RS05250,biological_process
2032,PSPTO_RS05240,molecular_function
2033,PSPTO_RS05240,cellular_component
2034,PSPTO_RS05240,biological_process
2035,PSPTO_RS05220,molecular_function
2038,PSPTO_RS05160,molecular_function
2039,PSPTO_RS05160,cellular_component
2040,PSPTO_RS05160,biological_process
2041,PSPTO_RS05140,molecular_function
2042,PSPTO_RS05140,cellular_component
2043,PSPTO_RS05140,biological_process
2047,PSPTO_RS22655,molecular_function
2048,PSPTO_RS22655,cellular_component
2049,PSPTO_RS22655,biological_process
2050,PSPTO_RS22630,molecular_function
2051,PSPTO_RS22630,biological_process
2052,PSPTO_RS23215,molecular_function
2053,PSPTO_RS23215,cellular_component
2054,PSPTO_RS23215,biological_process
2055,PSPTO_RS23210,molecular_function
2056,PSPTO_RS23210,cellular_component
2057,PSPTO_RS23210,biological_process
2058,PSPTO_RS23205,molecular_function
2059,PSPTO_RS23205,cellular_component
2060,PSPTO_RS23205,biological_process
2061,PSPTO_RS23195,molecular_function
2062,PSPTO_RS23195,biological_process
2063,PSPTO_RS23190,"3,4-dihydroxybenzoate catabolic process"
2064,PSPTO_RS22570,molecular_function
2065,PSPTO_RS22570,biological_process
2066,PSPTO_RS05010,molecular_function
2067,PSPTO_RS05010,cellular_component
2068,PSPTO_RS05010,biological_process
2069,PSPTO_RS05000,molecular_function
2070,PSPTO_RS05000,cellular_component
2071,PSPTO_RS05000,biological_process
2072,PSPTO_RS04995,molecular_function
2073,PSPTO_RS04995,response to tellurium ion
2074,PSPTO_RS22545,molecular_function
2075,PSPTO_RS22545,biological_process
2076,PSPTO_RS22520,molecular_function
2077,PSPTO_RS23135,molecular_function
2078,PSPTO_RS23135,cellular_component
2079,PSPTO_RS23135,biological_process
2080,PSPTO_RS04945,molecular_function
2081,PSPTO_RS04945,cellular_component
2082,PSPTO_RS04945,biological_process
2083,PSPTO_RS23110,molecular_function
2084,PSPTO_RS23110,cellular_component
2085,PSPTO_RS23110,biological_process
2088,PSPTO_RS22470,molecular_function
2089,PSPTO_RS22470,cellular_component
2090,PSPTO_RS22470,biological_process
2091,PSPTO_RS23095,superoxide dismutase activity
2098,PSPTO_RS23085,molecular_function
2099,PSPTO_RS23085,cellular_component
2100,PSPTO_RS23085,biological_process
2101,PSPTO_RS04900,molecular_function
2102,PSPTO_RS04900,cellular_component
2103,PSPTO_RS04900,biological_process
2107,PSPTO_RS23060,molecular_function
2108,PSPTO_RS23060,biological_process
2109,PSPTO_RS22425,molecular_function
2110,PSPTO_RS22425,cellular_component
2111,PSPTO_RS22425,biological_process
2112,PSPTO_RS23050,biological_process
2113,PSPTO_RS22415,molecular_function
2114,PSPTO_RS22415,cellular_component
2115,PSPTO_RS22415,biological_process
2116,PSPTO_RS23040,ATPase-coupled transmembrane transporter activity
2120,PSPTO_RS22400,molecular_function
2121,PSPTO_RS22400,cellular_component
2122,PSPTO_RS22400,biological_process
2123,PSPTO_RS04850,NADH dehydrogenase activity
2124,PSPTO_RS04850,oxidation-reduction process
2125,PSPTO_RS23020,molecular_function
2126,PSPTO_RS23020,biological_process
2127,PSPTO_RS22380,DNA repair
2128,PSPTO_RS22380,DNA catabolic process
2129,PSPTO_RS22380,exodeoxyribonuclease I activity
2130,PSPTO_RS22375,DNA-binding transcription factor activity
2131,PSPTO_RS22375,"regulation of transcription, DNA-templated"
2132,PSPTO_RS22985,molecular_function
2133,PSPTO_RS22985,cellular_component
2134,PSPTO_RS22985,biological_process
2138,PSPTO_RS22970,sulfate adenylyltransferase (ATP) activity
